Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
ULTILET ALCOHOL SWAB ,ALCOHOL ANTISEPTIC PADS ,105,762,797.5,2721.75,163,  ,716,751.5,2572.67,# ,,N ,N ,N ,N 
ULTILET INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",120,676,701,10574.94,186,  ,479,502,7380.80,  ,135,N ,N ,N ,N 
ULTILET INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",216,707,848.4,12643.39,253,  ,484,583.3,8746.92,  ,184,N ,N ,N ,N 
ULTILET INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",210,834,952.1,13244.11,270,  ,561,645.6,8660.42,  ,172,N ,N ,N ,N 
ULTIMATECARE ONE ,PNV W-CA NO.37/IRON/FA/OMEGA-3 ,75,188,252.5,7992.55,73,  ,77,101.5,2974.70,  ,31,N ,N ,N ,N 
ULTIMATECARE ONE NF ,"PNV,CA,NO.35/IRON/FA/DS/OMEG-3 ",,17,25.1,899.83,,* ,,,,* ,,N ,N ,N ,N 
ULTRA COMFORT ,"SYR W-NDL,INS 0.3 ML HALF MARK ",5107,14166,20125.8,204526.63,5338,  ,10467,15228.6,151503.27,  ,3958,N ,N ,N ,N 
ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",1104,3036,4532.5,65848.16,1129,  ,2243,3444.9,48325.41,  ,805,N ,N ,N ,N 
ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",15963,57573,79209.2,967391.32,19464,  ,41459,58321.5,691468.60,  ,13751,N ,N ,N ,N 
ULTRA COMFORT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",17017,63548,92011.8,1078171.30,21567,  ,39516,59150.3,663516.92,  ,13581,N ,N ,N ,N 
ULTRA COMFORT ,"SYRINGE W-NDL, DISP., INSULIN ",,29,33,436.83,,* ,,,,* ,,N ,N ,N ,N 
ULTRA-THIN II ,"NEEDLES, INSULIN DISPOSABLE ",939,2092,3212.3,73573.58,1006,  ,1371,2197.9,47095.82,  ,668,N ,N ,N ,N 
ULTRA-THIN II ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",209,609,834.8,19146.26,226,  ,476,663.7,15112.57,  ,163,N ,N ,N ,N 
ULTRA-THIN II ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",827,3113,3843.9,81843.58,1007,  ,2180,2741.2,57563.25,  ,687,N ,N ,N ,N 
ULTRA-THIN II ,"SYRINGE & NEEDLE,INSULIN,1 ML ",535,1711,2224,48997.58,561,  ,1024,1367.3,30139.40,  ,346,N ,N ,N ,N 
ULTRACET ,TRAMADOL HCL/ACETAMINOPHEN ,1187,4023,4690.7,1066250.51,1054,  ,3421,4001.7,890140.12,  ,896,Y ,N ,N ,N 
ULTRACOMFORT ,"NEEDLES, INSULIN DISPOSABLE ",15,39,61.1,904.75,15,  ,28,49.4,626.77,# ,,N ,N ,N ,N 
ULTRACOMFORT ,"SYR-ND,INS,0.5/CONTAINER,EMPTY ",14,29,31.1,600.57,14,  ,14,14.1,225.54,* ,,N ,N ,N ,N 
ULTRACOMFORT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",,21,25,483.02,,# ,,,,# ,,N ,N ,N ,N 
ULTRACOMFORT ,"SYRNGE&NEEDLE,INSLN,1ML&SHARPS ",,41,41,988.77,,# ,,,,# ,,N ,N ,N ,N 
ULTRAM ,TRAMADOL HCL ,2962,10865,12802.2,3316614.95,2482,  ,8100,9755.8,2405498.72,  ,1912,Y ,N ,N ,N 
ULTRAM ER ,TRAMADOL HCL ,511,2047,2716.7,859389.49,426,  ,1425,1931.7,588938.13,  ,301,Y ,N ,N ,N 
ULTRAVATE ,HALOBETASOL PROPIONATE ,74,130,142.5,53182.40,79,  ,117,129.2,48625.91,# ,,N ,N ,N ,N 
ULTRAVATE X ,HALOBETASOL/LACTIC ACID ,76,113,122,43053.03,89,  ,86,95,33264.08,  ,68,N ,N ,N ,N 
ULTRESA ,LIPASE/PROTEASE/AMYLASE ,61,179,219.3,341967.38,56,  ,96,121.5,87863.54,  ,32,N ,N ,N ,N 
UMECTA ,UREA ,102,167,174,42238.25,110,  ,93,100,23816.20,  ,81,N ,N ,N ,N 
UMECTA PD ,UREA ,51,77,78,19809.57,64,# ,,,,# ,,N ,N ,N ,N 
UNASYN ,AMPICILLIN SODIUM/SULBACTAM NA ,137,433,433,104029.15,138,  ,259,259,63353.33,  ,93,N ,Y ,N ,N 
UNIFINE PENTIPS ,"NEEDLES, INSULIN DISPOSABLE ",50389,284949,402577.3,7585039.32,88420,  ,202909,294042.2,5332358.00,  ,63006,N ,N ,N ,N 
UNIFINE PENTIPS PLUS ,"NEEDLES, INSULIN DISPOSABLE ",934,4303,7278.6,113676.80,1346,  ,3618,6225.7,95806.29,  ,1122,N ,N ,N ,N 
UNIFINE PENTIPS PLUS ,"PEN NEEDLE, DIABETIC,DISP UNIT ",5931,14009,20720.4,421377.52,6856,  ,9538,14499.9,287470.54,  ,4721,N ,N ,N ,N 
UNIRETIC ,MOEXIPRIL/HYDROCHLOROTHIAZIDE ,54,166,292.8,20841.28,53,  ,153,271.8,19366.96,# ,,N ,N ,N ,N 
UNITHROID ,LEVOTHYROXINE SODIUM ,4241,21725,41428.1,473685.18,5250,  ,19458,37951.2,425930.77,  ,4757,N ,N ,N ,N 
UNIVASC ,MOEXIPRIL HCL ,214,939,1505.7,148815.78,198,  ,846,1378.7,136029.45,  ,185,N ,N ,N ,N 
UR N-C ,MTH/ME BLUE/SOD PHOS/PHEN/HYOS ,,12,16,2398.82,,* ,,,,* ,,N ,N ,N ,N 
URAMAXIN GT ,UREA ,,11,11,2431.32,,* ,,,,* ,,N ,N ,N ,N 
UREA ,UREA ,8483,21127,22164.8,1042845.14,15119,  ,15028,15837.7,715892.58,  ,11106,N ,N ,N ,N 
UREA ,UREA/LACTIC AC/ZN UNDECYLENATE ,14,19,21,2637.56,16,# ,,,,# ,,N ,N ,N ,N 
UREA ,UREA/LACTIC ACID/SALICYL ACID ,,13,15,2047.64,13,# ,,,,# ,,N ,N ,N ,N 
URECHOLINE ,BETHANECHOL CHLORIDE ,19,54,74.1,33000.53,17,  ,35,51.1,16661.21,# ,,N ,N ,N ,N 
URELLE ,MTH/ME BLUE/SOD PHOS/PHEN/HYOS ,195,490,539.1,184750.64,187,  ,357,390.1,119153.48,  ,141,N ,N ,N ,N 
URIBEL ,MTH/ME BLUE/SOD PHOS/PHEN/HYOS ,887,2063,2158.2,261860.61,1046,  ,1478,1532.2,163026.72,  ,830,N ,N ,N ,N 
URIN D.S. ,MTH/ME BLUE/SOD PHOS/PHEN/HYOS ,694,1238,1238,12250.18,1164,  ,926,926,9184.25,  ,866,N ,N ,N ,N 
UROCIT-K ,POTASSIUM CITRATE ,1780,6289,8656.5,1505851.15,2030,  ,5263,7357,1265792.58,  ,1709,N ,N ,N ,N 
UROGESIC-BLUE ,METHEN/SOD PHOS/METH BLUE/HYOS ,51,95,97,6001.82,54,  ,74,74,3814.75,# ,,N ,N ,N ,N 
UROXATRAL ,ALFUZOSIN HCL ,1714,7849,12559.4,4537837.33,1755,  ,7214,11622,4196591.61,  ,1630,N ,N ,N ,N 
URSO ,URSODIOL ,259,819,1364.1,339972.61,256,  ,758,1254.6,309264.90,  ,225,N ,N ,N ,N 
URSO FORTE ,URSODIOL ,204,808,1315.8,450148.30,188,  ,747,1228.5,421796.69,  ,171,N ,N ,N ,N 
URSODIOL ,URSODIOL ,46762,370320,527792.9,79882559.54,71882,  ,291097,429085.8,64346794.91,  ,55790,N ,N ,N ,N 
USTELL ,METHEN/M-BLUE/SAL/NA PHOS/HYOS ,277,656,704.6,77894.12,290,  ,465,502.1,47669.07,  ,213,N ,N ,N ,N 
UTA ,METHEN/M-BLUE/SAL/NA PHOS/HYOS ,193,339,361,45270.61,210,  ,220,242,29331.10,  ,142,N ,N ,N ,N 
V-C FORTE ,MULTIVITAMINS WITH MIN NO.7/FA ,,13,21,159.51,,  ,13,21,159.51,* ,,N ,N ,N ,N 
VAGIFEM ,ESTRADIOL ,49868,375418,626651.8,70441584.18,114794,  ,346768,586924.1,65542842.44,  ,105461,N ,N ,N ,N 
VALACYCLOVIR ,VALACYCLOVIR HCL ,254571,1415269,1669284.5,77176239.97,640405,  ,977126,1166214,51570684.35,  ,502996,N ,N ,N ,N 
VALCHLOR ,MECHLORETHAMINE HCL ,233,998,1004.2,5072021.61,380,  ,868,874.2,4197877.91,  ,332,N ,N ,N ,N 
VALCYTE ,VALGANCICLOVIR HCL ,7249,64032,67937.7,189584384.84,17578,  ,20231,22081.5,60188556.83,  ,5832,N ,N ,N ,N 
VALGANCICLOVIR HCL ,VALGANCICLOVIR HCL ,1016,1742,1896.2,4338784.79,1649,  ,537,597.7,1350633.55,  ,508,N ,N ,N ,N 
VALIUM ,DIAZEPAM ,4588,16381,18924.1,6334241.88,4080,  ,12033,14136.6,4148084.74,  ,3138,N ,N ,N ,N 
VALPROATE SODIUM ,VALPROIC ACID (AS SODIUM SALT) ,43,239,239,37265.38,48,  ,49,49,2931.99,  ,20,N ,N ,N ,N 
VALPROIC ACID ,VALPROIC ACID ,21325,125219,154307.3,4563805.42,22523,  ,59864,78195.5,1999289.40,  ,11551,N ,N ,N ,N 
VALPROIC ACID ,VALPROIC ACID (AS SODIUM SALT) ,25593,276526,284027.4,5769007.46,37029,  ,139587,142702.1,2542597.17,  ,21429,N ,N ,N ,N 
VALSARTAN ,VALSARTAN ,152306,1109010,1865741,225413379.48,417653,  ,1013874,1730197.5,208965533.63,  ,384153,N ,N ,N ,N 
VALSARTAN-HYDROCHLOROTHIAZIDE ,VALSARTAN/HYDROCHLOROTHIAZIDE ,174256,3462261,5874985.5,209393608.02,625698,  ,3107896,5375771.9,191919712.70,  ,567249,N ,N ,N ,N 
VALSTAR ,VALRUBICIN ,15,38,39.6,331437.42,17,# ,,,,# ,,N ,N ,N ,N 
VALTREX ,VALACYCLOVIR HCL ,3122,9884,13092.3,4063559.79,2886,  ,5958,8262.8,2419996.98,  ,1962,N ,N ,N ,N 
VANCOCIN HCL ,VANCOMYCIN HCL ,682,915,930,1159943.44,681,  ,731,744.1,891651.53,  ,528,N ,Y ,N ,N 
VANCOMYCIN ,"VANCOMYCIN IN DEXTROSE,ISO-OSM ",1283,4824,4824.5,339197.97,1565,  ,3827,3827.3,240132.82,  ,1219,N ,Y ,N ,N 
VANCOMYCIN HCL ,VANCOMYCIN HCL ,74992,358198,361137.3,109946689.69,119413,  ,262945,265467.5,84174908.03,  ,91356,N ,Y ,N ,N 
VANCOMYCIN HCL ,VANCOMYCIN HCL/D5W ,3566,15263,15266.4,2148893.40,5080,  ,10799,10801,1329649.31,  ,3736,N ,Y ,N ,N 
VANCOMYCIN-D5W ,VANCOMYCIN HCL/D5W ,571,1838,1838,67239.94,639,  ,1469,1469,51773.85,  ,512,N ,Y ,N ,N 
VANDAZOLE ,METRONIDAZOLE ,4450,6831,7092.8,179351.53,5370,  ,4176,4365.1,109145.33,  ,3263,N ,N ,N ,N 
VANIQA ,EFLORNITHINE HCL ,21,27,30,3565.95,21,# ,,,,# ,,N ,N ,N ,N 
VANISHPOINT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",94,596,596,42839.82,337,  ,491,491,35275.17,  ,276,N ,N ,N ,N 
VANISHPOINT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",333,2357,2448,166313.04,634,  ,2112,2178.7,147357.70,  ,562,N ,N ,N ,N 
VANOS ,FLUOCINONIDE ,836,1417,1542.4,2000454.14,952,  ,1242,1356.9,1757149.52,  ,827,N ,N ,N ,N 
VANOXIDE-HC ,BENZOYL PEROXIDE/HYDROCORTISON ,25,33,33,1932.66,25,  ,22,22,1311.62,# ,,N ,N ,N ,N 
VANTAS ,HISTRELIN AC ,21,41,122.1,133494.99,41,  ,41,122.1,133494.99,  ,41,N ,N ,N ,N 
VAQTA ,HEPATITIS A VIRUS VACCINE/PF ,1821,2964,2985.8,255624.41,2735,  ,2527,2542.8,221816.85,  ,2336,N ,N ,N ,N 
VARIVAX VACCINE ,VARICELLA VACCINE LIVE/PF ,1062,1652,1666.1,185278.89,1441,  ,1102,1108,124157.15,  ,997,N ,N ,N ,N 
XYLON 10 ,HYDROCODONE/IBUPROFEN ,,15,15,4291.39,,* ,,,,* ,,Y ,N ,N ,N 
VASCEPA ,ICOSAPENT ETHYL ,9334,104230,131683.2,21990845.65,24811,  ,85108,109028.4,17996544.00,  ,20232,N ,N ,N ,N 
VASELINE PETROLEUM ,"PETROLATUM,WHITE ",,12,12,107.76,,  ,12,12,107.76,* ,,N ,N ,N ,N 
VASERETIC ,ENALAPRIL/HYDROCHLOROTHIAZIDE ,166,704,1118.3,248731.73,147,  ,662,1056.3,231987.44,# ,,N ,N ,N ,N 
VASOTEC ,ENALAPRIL MALEATE ,1624,6342,11473.4,4314057.07,1472,  ,6053,10976,4096261.21,  ,1400,N ,N ,N ,N 
VECTIBIX ,PANITUMUMAB ,32,141,141,1090181.48,37,  ,101,101,833870.01,  ,25,N ,N ,N ,N 
VECTICAL ,CALCITRIOL ,1913,6977,7910.8,2251875.73,3542,  ,6040,6859,1825096.21,  ,3131,N ,N ,N ,N 
VELCADE ,BORTEZOMIB ,319,2473,2501.2,13685400.79,491,  ,2185,2211.2,12067900.51,  ,433,N ,N ,N ,N 
VELETRI ,EPOPROSTENOL SODIUM (ARGININE) ,,22,22,138779.20,,* ,,,,* ,,N ,N ,N ,N 
VELIVET ,DESOGESTREL-ETHINYL ESTRADIOL ,231,1311,1552,37293.33,198,  ,0,0,0.00,  ,0,N ,N ,N ,N 
VELPHORO ,SUCROFERRIC OXYHYDROXIDE ,2212,10437,12196.1,13437502.22,4130,  ,2017,2377.8,2398376.43,  ,907,N ,N ,N ,N 
VELTIN ,CLINDAMYCIN/TRETINOIN ,125,206,213.2,68474.79,127,  ,83,86.2,26756.21,  ,62,N ,N ,N ,N 
VEMAVITE-PRX 2 ,PNV66/IRON FUMARATE/FA/DSS/DHA ,,14,20,895.63,,* ,,,,* ,,N ,N ,N ,N 
VENA-BAL DHA ,PNV81/SOD IRON EDTA& PS/FA/OM3 ,,14,20,845.56,,* ,,,,* ,,N ,N ,N ,N 
VENLAFAXINE HCL ,VENLAFAXINE HCL ,121886,1014032,1355659.3,43445299.32,206073,  ,673569,946578.5,29088365.08,  ,137300,N ,N ,N ,N 
VENLAFAXINE HCL ER ,VENLAFAXINE HCL ,226074,4278267,5848000.1,167745967.02,673066,  ,2533400,3751905.7,102961540.57,  ,424315,N ,N ,N ,N 
VENOFER ,IRON SUCROSE COMPLEX ,,13,13,2976.65,,# ,,,,# ,,N ,N ,N ,N 
VENTAVIS ,ILOPROST TROMETHAMINE ,11,91,91,1574224.19,12,  ,78,78,1243726.28,* ,,N ,N ,N ,N 
VENTOLIN HFA ,ALBUTEROL SULFATE ,264273,2387263,2670096,125377293.69,997678,  ,1608707,1821998.3,85263722.78,  ,708120,N ,N ,N ,N 
VERAMYST ,FLUTICASONE FUROATE ,16509,46602,63698.2,7626258.83,18820,  ,35720,50494.6,6005380.19,  ,14963,N ,N ,N ,N 
VERAPAMIL ER ,VERAPAMIL HCL ,170866,2184527,3847291.8,57830851.02,413554,  ,1893986,3438009.1,51659449.91,  ,363211,N ,N ,N ,N 
VERAPAMIL ER PM ,VERAPAMIL HCL ,19677,107245,189688.1,11844967.83,20750,  ,95418,172908.2,10797757.80,  ,18443,N ,N ,N ,N 
VERAPAMIL HCL ,VERAPAMIL HCL ,76024,452852,736727.4,13848773.06,95260,  ,362084,613105,11884120.30,  ,76884,N ,N ,N ,N 
VERAPAMIL SR ,VERAPAMIL HCL ,48107,221545,427160,11450923.00,59067,  ,190336,377714.4,10122495.98,  ,51134,N ,N ,N ,N 
VERDESO ,DESONIDE ,37,43,47,24105.30,37,  ,31,33.7,16642.84,# ,,N ,N ,N ,N 
VEREGEN ,SINECATECHINS ,419,773,804.3,777930.90,457,  ,317,330.3,297873.58,  ,247,N ,N ,N ,N 
VERELAN ,VERAPAMIL HCL ,356,1125,2120,434716.04,325,  ,1031,1989.6,410935.93,  ,302,N ,N ,N ,N 
VERELAN PM ,VERAPAMIL HCL ,326,1396,2216.7,414247.71,290,  ,1327,2121.9,394983.38,  ,275,N ,N ,N ,N 
VERSACLOZ ,CLOZAPINE ,74,763,766.2,820576.78,111,  ,130,130,93093.73,  ,19,N ,N ,N ,Y 
VESICARE ,SOLIFENACIN SUCCINATE ,140602,2183423,2930695.1,609555813.08,432693,  ,1823932,2487116,513996381.86,  ,370187,N ,N ,N ,N 
VESTURA ,ETHINYL ESTRADIOL/DROSPIRENONE ,783,3271,4426.6,222049.38,685,  ,11,20.6,627.38,* ,,N ,N ,N ,N 
VEXOL ,RIMEXOLONE ,1151,4443,5973.2,323888.17,1812,  ,4043,5444.6,293823.02,  ,1680,N ,N ,N ,N 
VFEND ,VORICONAZOLE ,125,324,332.3,1130125.76,112,  ,204,212,783863.92,  ,74,N ,N ,N ,N 
VFEND IV ,VORICONAZOLE ,124,404,404.7,228536.53,123,  ,273,273,160846.20,  ,98,N ,N ,N ,N 
VGO 20 ,"SUB-Q INSULIN DEVICE, 20 UNIT ",1242,7925,8986.7,2143491.18,2072,  ,5490,6336.2,1508028.21,  ,1407,N ,N ,N ,N 
VGO 30 ,"SUB-Q INSULIN DEVICE, 30 UNIT ",1351,7790,8758,2095279.75,2141,  ,5287,6070,1443986.41,  ,1389,N ,N ,N ,N 
VGO 40 ,"SUB-Q INSULIN DEVICE, 40 UNIT ",1564,11944,13702.8,3280451.70,2708,  ,7557,8880.9,2109783.76,  ,1634,N ,N ,N ,N 
VIAGRA ,SILDENAFIL CITRATE ,8187,160226,166099.7,22682394.23,32625,  ,139179,144379.8,19652307.07,  ,28295,N ,N ,N ,N 
VIBATIV ,TELAVANCIN HCL ,15,58,58,115771.02,16,# ,,,,# ,,N ,Y ,N ,N 
VIBRAMYCIN ,DOXYCYCLINE CALCIUM ,1246,2456,2622.7,292987.57,1383,  ,1790,1913.2,181157.90,  ,1039,N ,Y ,N ,N 
VIBRAMYCIN ,DOXYCYCLINE HYCLATE ,72,164,212.5,60365.52,72,  ,141,187.5,52400.69,# ,,N ,Y ,N ,N 
VIBRAMYCIN ,DOXYCYCLINE MONOHYDRATE ,109,169,169,16603.94,108,  ,103,103,9557.53,  ,77,N ,Y ,N ,N 
VICODIN ,HYDROCODONE/ACETAMINOPHEN ,66464,184650,188396.3,11921224.14,118411,  ,149374,152768.5,9594316.80,  ,96663,Y ,N ,N ,N 
VICODIN ES ,HYDROCODONE/ACETAMINOPHEN ,30575,93616,97126.3,10211190.85,46184,  ,65865,68684.1,6949406.17,  ,34071,Y ,N ,N ,N 
VICODIN HP ,HYDROCODONE/ACETAMINOPHEN ,7720,23276,24195.6,4387588.31,8245,  ,13520,14239.4,2509863.59,  ,5113,Y ,N ,N ,N 
VICOPROFEN ,HYDROCODONE/IBUPROFEN ,163,600,642.4,210035.30,131,  ,351,375.1,117110.38,  ,81,Y ,N ,N ,N 
VICTOZA 2-PAK ,LIRAGLUTIDE ,42644,302418,359412,133387710.54,79901,  ,206320,250342.1,92578195.47,  ,54272,N ,N ,N ,N 
VICTOZA 3-PAK ,LIRAGLUTIDE ,54205,571416,823544.1,425237504.79,135627,  ,400151,600136.7,306982234.87,  ,96092,N ,N ,N ,N 
VICTRELIS ,BOCEPREVIR ,278,851,858.2,5757047.66,316,  ,182,187.4,1244269.26,  ,68,N ,N ,N ,N 
VIDAZA ,AZACITIDINE ,51,318,318,1763222.95,66,# ,,,,# ,,N ,N ,N ,N 
VIDEX ,DIDANOSINE ,,77,77,16034.94,,  ,19,19,3110.70,* ,,N ,N ,N ,N 
VIDEX EC ,DIDANOSINE ,58,205,224,64120.79,56,  ,62,81,28449.16,  ,17,N ,N ,N ,N 
VIGAMOX ,MOXIFLOXACIN HCL ,47515,665662,669486.9,76260458.72,451481,  ,613863,617319.6,70203118.53,  ,418107,N ,N ,N ,N 
VIIBRYD ,VILAZODONE HYDROCHLORIDE ,34097,302403,351985.8,56827077.50,53550,  ,133229,164547.5,25989657.17,  ,24749,N ,N ,N ,N 
VIMOVO ,NAPROXEN/ESOMEPRAZOLE MAG ,12099,48966,56896.3,38875580.55,21288,  ,36303,42941.9,28577086.01,  ,16336,N ,N ,N ,N 
VIMPAT ,LACOSAMIDE ,28516,396245,432680.5,236646138.47,44577,  ,117111,131261.8,61326501.37,  ,14780,N ,N ,N ,N 
VINBLASTINE SULFATE ,VINBLASTINE SULFATE ,15,46,46,3539.98,16,  ,27,27,2488.90,# ,,N ,N ,N ,N 
VINCASAR PFS ,VINCRISTINE SULFATE ,38,151,151,3871.46,46,  ,134,134,3438.96,# ,,N ,N ,N ,N 
VINCRISTINE SULFATE ,VINCRISTINE SULFATE ,92,429,429,5440.90,118,  ,362,362,4354.81,  ,102,N ,N ,N ,N 
VINORELBINE TARTRATE ,VINORELBINE TARTRATE ,62,321,324.7,69750.70,92,  ,295,298.7,61131.56,# ,,N ,N ,N ,N 
VIOKACE ,LIPASE/PROTEASE/AMYLASE ,500,1350,1584,1338958.51,487,  ,792,948.9,726402.68,  ,291,N ,N ,N ,N 
VIORELE ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,950,4777,5827.4,206349.11,847,* ,,,,* ,,N ,N ,N ,N 
VIRACEPT ,NELFINAVIR MESYLATE ,1601,13871,14954.2,13299501.39,1622,  ,4831,5475.5,4821846.99,  ,591,N ,N ,N ,N 
VIRAMUNE ,NEVIRAPINE ,395,2032,2209,1333462.33,389,  ,674,745,453200.47,  ,134,N ,N ,N ,N 
VIRAMUNE XR ,NEVIRAPINE ,1647,16007,17131,10725756.56,2999,  ,4399,4833.8,3033479.63,  ,846,N ,N ,N ,N 
VIREAD ,TENOFOVIR DISOPROXIL FUMARATE ,12016,166944,184352.9,145099037.42,21140,  ,67332,78179,64055576.18,  ,8705,N ,N ,N ,N 
VIROPTIC ,TRIFLURIDINE ,136,169,185.5,33547.24,139,  ,147,163.3,29255.18,  ,118,N ,N ,N ,N 
VIRT NATE ,PRENATAL VIT NO.73/IRON/FA ,11,25,25,0.24,12,* ,,,,* ,,N ,N ,N ,N 
VIRT-CAPS ,B COMPLEX & C NO.20/FOLIC ACID ,37,75,121,1640.46,40,  ,58,96,1304.11,# ,,N ,N ,N ,N 
VIRT-PHOS 250 NEUTRAL ,PHOSPHORUS #1 ,12,17,24,423.65,12,# ,,,,# ,,N ,N ,N ,N 
VIRT-PN ,PNV W-CA #40/IRON FUM/FA CMB#1 ,84,159,252.8,9371.89,72,  ,43,83.8,3128.75,  ,18,N ,N ,N ,N 
VIRT-PN DHA ,PNV COMBO#47/IRON/FA #1/DHA ,102,201,254,11720.80,102,  ,21,23,892.04,  ,15,N ,N ,N ,N 
VIRT-PN PLUS ,PNV WITH CA #68/IRON/FA#1/DHA ,12,20,35,2013.11,12,# ,,,,# ,,N ,N ,N ,N 
VIRT-SELECT ,PNV80/IRON FUMARATE/FA/DSS/DHA ,12,23,27,2033.89,11,* ,,,,* ,,N ,N ,N ,N 
VIRT-VITE GT ,PRENATAL VIT 16/IRON CB/FA/DSS ,25,51,51,0.50,24,  ,38,38,0.37,# ,,N ,N ,N ,N 
VISTARIL ,HYDROXYZINE PAMOATE ,191,534,642.6,104959.63,174,  ,313,397.5,53531.78,  ,84,N ,N ,Y ,N 
VISTIDE ,CIDOFOVIR ,,13,13,53538.22,,* ,,,,* ,,N ,N ,N ,N 
VISUDYNE ,VERTEPORFIN ,,14,20,22745.52,12,  ,14,20,22745.52,  ,12,N ,N ,N ,N 
VITAFOL ULTRA ,PNV#67/IRON PS/FA CMB#1/DHA ,99,197,274,22742.21,102,* ,,,,* ,,N ,N ,N ,N 
VITAFOL-OB ,PRENATAL VIT COMB.10/IRON/FA ,63,146,186.5,10907.57,67,  ,20,24,1223.24,* ,,N ,N ,N ,N 
VITAFOL-OB+DHA ,PRENAT VIT COMB.10/IRON/FA/DHA ,53,116,148,12562.77,54,* ,,,,* ,,N ,N ,N ,N 
VITAFOL-ONE ,PNV#26/IRON POLY/FA/DHA ,242,591,764,61076.03,256,  ,79,113,8874.62,  ,33,N ,N ,N ,N 
VITAL-D RX ,B CMPLX 4/VIT D3/C/FA/ZINC OX ,59,1193,1827,16943.47,839,  ,1145,1743,16176.37,  ,804,N ,N ,N ,N 
VITAMEDMD ONE RX ,PRENATAL NO.25/IRON/FA #6/DHA ,20,56,58,6117.85,21,  ,21,23,2457.41,* ,,N ,N ,N ,N 
VITAMEDMD PLUS RX ,PRENATAL NO.39/IRON/FA #6/DHA ,,27,27,2662.03,,* ,,,,* ,,N ,N ,N ,N 
VITAMEDMD REDICHEW RX ,PRENATAL VIT#42/FA CMB#6 ,,14,18,1899.12,,* ,,,,* ,,N ,N ,N ,N 
VITAMIN D2 ,ERGOCALCIFEROL (VITAMIN D2) ,12489,162074,204759.3,653640.61,48485,  ,143295,179831.4,560462.29,  ,42720,N ,N ,N ,N 
VITAMIN K1 ,PHYTONADIONE ,16,17,19,465.04,16,# ,,,,# ,,N ,N ,N ,N 
VIVELLE-DOT ,ESTRADIOL ,34337,231623,356784.8,30572525.85,51212,  ,185619,296692.5,25344614.76,  ,41623,N ,N ,Y ,N 
VIVITROL ,NALTREXONE MICROSPHERES ,921,4749,4772.6,5642876.99,1178,  ,460,464.4,550100.18,  ,150,N ,N ,N ,N 
VOL-CARE RX ,VIT B CMPLX 3/FA/VIT C/BIOTIN ,22,107,123,1250.73,29,  ,96,112,1140.24,# ,,N ,N ,N ,N 
VOL-NATE ,PRENATAL VIT NO.73/IRON/FA ,103,372,414,4559.46,119,  ,221,242,2719.59,  ,69,N ,N ,N ,N 
VOL-PLUS ,"PNV WITH CA,NO.71/IRON/FA ",2570,8225,10101.7,101872.56,2897,  ,3509,4267.2,40784.64,  ,1085,N ,N ,N ,N 
VOLTAREN ,DICLOFENAC SODIUM ,206762,2496946,2661805.3,199386844.48,1022026,  ,2025935,2159859.1,156444461.24,  ,840510,N ,N ,N ,N 
VOLTAREN-XR ,DICLOFENAC SODIUM ,177,545,913.9,278395.08,162,  ,481,805.9,247432.09,  ,139,N ,N ,N ,N 
VORICONAZOLE ,VORICONAZOLE ,6903,25533,27304.3,37608064.42,8245,  ,16231,17432.4,22491831.16,  ,5580,N ,N ,N ,N 
VOSPIRE ER ,ALBUTEROL SULFATE ,13,47,63,8619.86,13,  ,47,63,8619.86,  ,13,N ,N ,N ,N 
VOTRIENT ,PAZOPANIB HCL ,2706,15799,16269.7,112187206.38,3933,  ,13012,13440.1,91554431.42,  ,3242,N ,N ,N ,N 
VP-CH-PNV ,"PNV34/IRON,CARBONYL/FA/DSS/DHA ",,16,26,1425.07,,* ,,,,* ,,N ,N ,N ,N 
VP-PNV-DHA ,PRENATAL NO.52/IRON/FA/DHA ,,13,17,902.88,,  ,0,0,0.00,  ,0,N ,N ,N ,N 
VPRIV ,VELAGLUCERASE ALFA ,17,260,260,6138309.90,18,  ,119,119,2669115.46,* ,,N ,N ,N ,N 
